Coach;Speler;Speelronde;Rugnummer;Naam;Positie;Link;SW_Naam;SW_ID;Team;Naam_fix;P_Totaal
svvthomas;M. Deijl;3;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;15.0
svvthomas;B. Kuipers;3;5.0;B. Kuipers;V;/players/bas-edo-kuipers/274649/;bas-edo-kuipers;274649.0;stichting-fc-twente-65;B. Kuipers;
svvthomas;D. Mirani;3;4.0;D. Mirani;V;/players/damon-mirani/289811/;damon-mirani;289811.0;stichting-heracles-almelo;D. Mirani;3.0
svvthomas;M. Hoedemakers;3;6.0;M. Hoedemakers;M;/players/mees-hoedemakers/465082/;mees-hoedemakers;465082.0;nijmegen-eendracht-combinatie;M. Hoedemakers;5.24
svvthomas;D. Janosek;3;39.0;D. Janošek;M;/players/dominik-janosek/492661/;dominik-janosek;492661.0;nac-bv;D. Janosek;8.0
svvthomas;L. Brouwers;3;8.0;L. Brouwers;M;/players/luuk-brouwers/402458/;luuk-brouwers;402458.0;sportclub-heerenveen;L. Brouwers;
svvthomas;C. Stengs;3;10.0;C. Stengs;M;/players/calvin-stengs/458659/;calvin-stengs;458659.0;feyenoord-rotterdam-nv;C. Stengs;2.0
svvthomas;T. Parrott;3;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;4.67
svvthomas;L. de Jong;3;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;12.06
svvthomas;B. Brobbey;3;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;
El Cid;L. Unnerstall;3;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;
El Cid;P. Bochniewicz;3;5.0;P. Bochniewicz;V;/players/pawe-bochniewicz/273911/;pawe-bochniewicz;273911.0;sportclub-heerenveen;P. Bochniewicz;
El Cid;B. Nieuwkoop;3;2.0;B. Nieuwkoop;V;/players/bart-nieuwkoop/275124/;bart-nieuwkoop;275124.0;feyenoord-rotterdam-nv;B. Nieuwkoop;
El Cid;D. van der Kust;3;;D. van der Kust;V;/players/djevencio-van-der-kust/569309/;djevencio-van-der-kust;569309.0;sparta-rotterdam-bv;D. van der Kust;1.0
El Cid;A. Halilovic;3;10.0;A. Halilović;M;/players/alen-halilovi/270136/;alen-halilovi;270136.0;fortuna-sittard;A. Halilovic;
El Cid;L. Valente;3;10.0;L. Valente;M;/players/luciano-valente/703884/;luciano-valente;703884.0;stichting-fc-groningen;L. Valente;6.69
El Cid;V. Jensen;3;7.0;V. Jensen;M;/players/victor-jensen/460509/;victor-jensen;460509.0;stichting-fc-utrecht;V. Jensen;2.44
El Cid;D. Proper;3;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;8.0
El Cid;B. Traore;3;20.0;B. Traoré;A;/players/bertrand-traore/102801/;bertrand-traore;102801.0;afc-ajax;B. Traore;
El Cid;L. de Jong;3;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;12.06
El Cid;T. Parrott;3;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;4.67
Otis.;V. Barkas;3;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;4.0
Otis.;M. Deijl;3;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;15.0
Otis.;M. Hilgers;3;2.0;M. Hilgers;V;/players/mees-hilgers/627701/;mees-hilgers;627701.0;stichting-fc-twente-65;M. Hilgers;
Otis.;J. Hato;3;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;
Otis.;G. Smal;3;5.0;G. Smal;V;/players/gijs-smal/508760/;gijs-smal;508760.0;feyenoord-rotterdam-nv;G. Smal;2.02
Otis.;S. Mijnans;3;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;7.0
Otis.;Rober;3;7.0;Róber;M;/players/roberto-gonzalez-bayon/500171/;roberto-gonzalez-bayon;500171.0;nijmegen-eendracht-combinatie;Rober;17.0
Otis.;P. Clement;3;;P. Clement;M;/players/pelle-clement/379793/;pelle-clement;379793.0;sparta-rotterdam-bv;P. Clement;2.89
Otis.;D. Karlsbakk;3;9.0;D. Karlsbakk;A;/players/daniel-seland-karlsbakk/629619/;daniel-seland-karlsbakk;629619.0;sportclub-heerenveen;D. Karlsbakk;
Otis.;L. de Jong;3;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;12.06
Otis.;L. Kulenovic;3;19.0;L. Kulenović;A;/players/luka-kulenovi/631882/;luka-kulenovi;631882.0;stichting-heracles-almelo;L. Kulenovic;
Gordon Shumway;L. Unnerstall;3;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;
Gordon Shumway;B. Nieuwkoop;3;2.0;B. Nieuwkoop;V;/players/bart-nieuwkoop/275124/;bart-nieuwkoop;275124.0;feyenoord-rotterdam-nv;B. Nieuwkoop;
Gordon Shumway;J. Hato;3;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;
Gordon Shumway;M. Kohlert;3;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;
Gordon Shumway;C. Neghli;3;;C. Neghli;A;/players/camiel-neghli/680707/;camiel-neghli;680707.0;sparta-rotterdam-bv;C. Neghli;11.64
Gordon Shumway;L. Valente;3;10.0;L. Valente;M;/players/luciano-valente/703884/;luciano-valente;703884.0;stichting-fc-groningen;L. Valente;6.69
Gordon Shumway;D. Proper;3;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;8.0
Gordon Shumway;V. Jensen;3;7.0;V. Jensen;M;/players/victor-jensen/460509/;victor-jensen;460509.0;stichting-fc-utrecht;V. Jensen;2.44
Gordon Shumway;L. de Jong;3;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;12.06
Gordon Shumway;!K. Sierhuis;3;;;;;;;;;
Gordon Shumway;T. Parrott;3;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;4.67
Suikerbrood;N. Olij;3;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;3.0
Suikerbrood;S. Olsson;3;19.0;S. Olsson;M;/players/simon-olsson/423888/;simon-olsson;423888.0;sportclub-heerenveen;S. Olsson;
Suikerbrood;D. Rensch;3;2.0;D. Rensch;V;/players/devyne-rensch/601396/;devyne-rensch;601396.0;afc-ajax;D. Rensch;
Suikerbrood;J. Amofa;3;25.0;J. Amofa;V;/players/jamal-amofa/668121/;jamal-amofa;668121.0;stichting-go-ahead-eagles;J. Amofa;0.0
Suikerbrood;N. Viergever;3;24.0;N. Viergever;V;/players/nick--viergever/78529/;nick--viergever;78529.0;stichting-fc-utrecht;N. Viergever;4.0
Suikerbrood;D. Proper;3;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;8.0
Suikerbrood;M. Vlap;3;18.0;M. Vlap;M;/players/michel-vlap/407742/;michel-vlap;407742.0;stichting-fc-twente-65;M. Vlap;
Suikerbrood;A. Halilovic;3;10.0;A. Halilović;M;/players/alen-halilovi/270136/;alen-halilovi;270136.0;fortuna-sittard;A. Halilovic;
Suikerbrood;S. Gimenez;3;29.0;S. Giménez;A;/players/santiago-tomas-gimenez/494293/;santiago-tomas-gimenez;494293.0;feyenoord-rotterdam-nv;S. Gimenez;3.47
Suikerbrood;R. van Bommel;3;7.0;R. van Bommel;A;/players/ruben-van-bommel/834074/;ruben-van-bommel;834074.0;stichting-az;R. van Bommel;3.72
Suikerbrood;L. de Jong;3;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;12.06
EnGCatjuh;N. Olij;3;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;3.0
EnGCatjuh;M. Kohlert;3;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;
EnGCatjuh;O. Boscagli;3;18.0;O. Boscagli;V;/players/olivier-boscagli/329542/;olivier-boscagli;329542.0;psv-nv;O. Boscagli;4.0
EnGCatjuh;S. El Karouani;3;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;2.0
EnGCatjuh;C. Stengs;3;10.0;C. Stengs;M;/players/calvin-stengs/458659/;calvin-stengs;458659.0;feyenoord-rotterdam-nv;C. Stengs;2.0
EnGCatjuh;J. Schreuders;3;14.0;J. Schreuders;M;/players/jorg-schreuders/877779/;jorg-schreuders;877779.0;stichting-fc-groningen;J. Schreuders;7.0
EnGCatjuh;D. Proper;3;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;8.0
EnGCatjuh;S. Steijn;3;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;
EnGCatjuh;T. Parrott;3;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;4.67
EnGCatjuh;B. Brobbey;3;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;
EnGCatjuh;R. Meerveld;3;16.0;R. Meerveld;M;/players/ringo-meerveld/623815/;ringo-meerveld;623815.0;sbv-willem-ii-tilburg;R. Meerveld;4.0
Vishandel Makaay;J. Houwen;3;1.0;J. Houwen;K;/players/jeroen-houwen/303254/;jeroen-houwen;303254.0;rkc-waalwijk;J. Houwen;1.0
Vishandel Makaay;R. Flamingo;3;6.0;R. Flamingo;V;/players/ryan-flamingo/627724/;ryan-flamingo;627724.0;psv-nv;R. Flamingo;10.0
Vishandel Makaay;R. Bazoer;3;25.0;R. Bazoer;V;/players/riechedly-bazoer/218161/;riechedly-bazoer;218161.0;stichting-az;R. Bazoer;0.0
Vishandel Makaay;K. Leerdam;3;18.0;K. Leerdam;V;/players/kelvin-leerdam/68354/;kelvin-leerdam;68354.0;stichting-heracles-almelo;K. Leerdam;0.0
Vishandel Makaay;M. Dijks;3;35.0;M. Dijks;V;/players/mitchel-dijks/219029/;mitchel-dijks;219029.0;fortuna-sittard;M. Dijks;
Vishandel Makaay;T. Oosting;3;25.0;T. Oosting;M;/players/thijs-oosting/477591/;thijs-oosting;477591.0;stichting-fc-groningen;T. Oosting;1.01
Vishandel Makaay;E. van Ee;3;21.0;E. van Ee;M;/players/espen-van-ee/921919/;espen-van-ee;921919.0;sportclub-heerenveen;E. van Ee;
Vishandel Makaay;P. Aaronson;3;21.0;P. Aaronson;M;/players/paxten-aaronson/576828/;paxten-aaronson;576828.0;stichting-fc-utrecht;P. Aaronson;2.56
Vishandel Makaay;B. Traore;3;20.0;B. Traoré;A;/players/bertrand-traore/102801/;bertrand-traore;102801.0;afc-ajax;B. Traore;
Vishandel Makaay;R. van Wolfswinkel;3;9.0;R. van Wolfswinkel;A;/players/ricky-van-wolfswinkel/59407/;ricky-van-wolfswinkel;59407.0;stichting-fc-twente-65;R. van Wolfswinkel;
Vishandel Makaay;T. Buitink;3;29.0;T. Buitink;A;/players/thomas-buitnik/457668/;thomas-buitnik;457668.0;bvo-fc-zwolle;T. Buitink;0.0
Friggles;L. Unnerstall;3;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;
Friggles;T. Quintero;3;;T. Quintero;V;/players/teo-quintero/565562/;teo-quintero;565562.0;sparta-rotterdam-bv;T. Quintero;
Friggles;M. Deijl;3;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;15.0
Friggles;S. El Karouani;3;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;2.0
Friggles;S. Mijnans;3;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;7.0
Friggles;D. Proper;3;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;8.0
Friggles;M. Kohlert;3;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;
Friggles;S. 't Zand;3;10.0;S. ’t Zand;M;/players/shiloh-t-zand/824640/;shiloh-t-zand;824640.0;stichting-heracles-almelo;S. 't Zand;4.0
Friggles;S. Gimenez;3;29.0;S. Giménez;A;/players/santiago-tomas-gimenez/494293/;santiago-tomas-gimenez;494293.0;feyenoord-rotterdam-nv;S. Gimenez;3.47
Friggles;L. de Jong;3;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;12.06
Friggles;B. Brobbey;3;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;
Jay-Jay;N. Olij;3;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;3.0
Jay-Jay;S. Maikuma;3;16.0;S. Maikuma;V;/players/seiya-maikuma/651537/;seiya-maikuma;651537.0;stichting-az;S. Maikuma;14.0
Jay-Jay;M. Deijl;3;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;15.0
Jay-Jay;S. El Karouani;3;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;2.0
Jay-Jay;Ivo Pinto;3;12.0;Ivo Pinto;V;/players/ivo-pinto/86672/;ivo-pinto;86672.0;fortuna-sittard;Ivo Pinto;
Jay-Jay;J. Veerman;3;23.0;J. Veerman;M;/players/joey--veerman/459312/;joey--veerman;459312.0;psv-nv;J. Veerman;15.0
Jay-Jay;D. Proper;3;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;8.0
Jay-Jay;S. Olsson;3;19.0;S. Olsson;M;/players/simon-olsson/423888/;simon-olsson;423888.0;sportclub-heerenveen;S. Olsson;
Jay-Jay;S. Gimenez;3;29.0;S. Giménez;A;/players/santiago-tomas-gimenez/494293/;santiago-tomas-gimenez;494293.0;feyenoord-rotterdam-nv;S. Gimenez;3.47
Jay-Jay;B. Brobbey;3;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;
Jay-Jay;S. Lammers;3;10.0;S. Lammers;A;/players/sam-lammers/407736/;sam-lammers;407736.0;stichting-fc-twente-65;S. Lammers;
Rucebo;V. Barkas;3;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;4.0
Rucebo;Ivo Pinto;3;12.0;Ivo Pinto;V;/players/ivo-pinto/86672/;ivo-pinto;86672.0;fortuna-sittard;Ivo Pinto;
Rucebo;J. Hato;3;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;
Rucebo;G. Trauner;3;18.0;G. Trauner;V;/players/gernot-trauner/135546/;gernot-trauner;135546.0;feyenoord-rotterdam-nv;G. Trauner;
Rucebo;M. Deijl;3;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;15.0
Rucebo;S. Steijn;3;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;
Rucebo;J. Kitolano;3;;J. Kitolano;M;/players/joshua-gaston-kitolano/517475/;joshua-gaston-kitolano;517475.0;sparta-rotterdam-bv;J. Kitolano;1.11
Rucebo;L. Brouwers;3;8.0;L. Brouwers;M;/players/luuk-brouwers/402458/;luuk-brouwers;402458.0;sportclub-heerenveen;L. Brouwers;
Rucebo;T. Parrott;3;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;4.67
Rucebo;L. de Jong;3;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;12.06
Rucebo;K. Ogawa;3;18.0;K. Ogawa;A;/players/koki-ogawa/435835/;koki-ogawa;435835.0;nijmegen-eendracht-combinatie;K. Ogawa;6.0
tukkeRoel;V. Barkas;4;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;4.0
tukkeRoel;D. Hancko;4;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;
tukkeRoel;J. Hato;4;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;
tukkeRoel;M. Kohlert;4;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;21.0
tukkeRoel;C. Verdonk;4;24.0;C. Verdonk;V;/players/calvin-verdonk/319288/;calvin-verdonk;319288.0;nijmegen-eendracht-combinatie;C. Verdonk;15.0
tukkeRoel;F. Krastev;4;50.0;F. Krastev;M;/players/filip-yavorov-krastev/550509/;filip-yavorov-krastev;550509.0;bvo-fc-zwolle;F. Krastev;17.0
tukkeRoel;S. Mijnans;4;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;7.02
tukkeRoel;A. Verschueren;4;;A. Verschueren;M;/players/arno-vershueren/319385/;arno-vershueren;319385.0;sparta-rotterdam-bv;A. Verschueren;4.44
tukkeRoel;S. Steijn;4;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;8.0
tukkeRoel;S. Tengstedt;4;10.0;S. Tengstedt;A;/players/soren-tengstedt/615917/;soren-tengstedt;615917.0;stichting-go-ahead-eagles;S. Tengstedt;
tukkeRoel;L. de Jong;4;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;10.33
methodmich;V. Barkas;4;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;4.0
methodmich;M. Dijks;4;35.0;M. Dijks;V;/players/mitchel-dijks/219029/;mitchel-dijks;219029.0;fortuna-sittard;M. Dijks;0.73
methodmich;L. Geertruida;4;4.0;L. Geertruida;V;/players/lutsharel-geertruida/463698/;lutsharel-geertruida;463698.0;feyenoord-rotterdam-nv;L. Geertruida;
methodmich;M. Kohlert;4;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;21.0
methodmich;S. Mijnans;4;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;7.02
methodmich;S. 't Zand;4;10.0;S. ’t Zand;M;/players/shiloh-t-zand/824640/;shiloh-t-zand;824640.0;stichting-heracles-almelo;S. 't Zand;3.0
methodmich;S. Steijn;4;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;8.0
methodmich;K. Sano;4;23.0;K. Sano;M;/players/kodai-sano/815318/;kodai-sano;815318.0;nijmegen-eendracht-combinatie;K. Sano;8.0
methodmich;L. de Jong;4;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;10.33
methodmich;S. Berghuis;4;23.0;S. Berghuis;A;/players/steven-berghuis/134080/;steven-berghuis;134080.0;afc-ajax;S. Berghuis;
methodmich;T. Lauritsen;4;;T. Lauritsen;A;/players/tobias-lauritsen/406745/;tobias-lauritsen;406745.0;sparta-rotterdam-bv;T. Lauritsen;5.0
FMNederland;V. Barkas;4;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;4.0
FMNederland;M. Kohlert;4;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;21.0
FMNederland;M. Deijl;4;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;-2.0
FMNederland;C. Verdonk;4;24.0;C. Verdonk;V;/players/calvin-verdonk/319288/;calvin-verdonk;319288.0;nijmegen-eendracht-combinatie;C. Verdonk;15.0
FMNederland;O. Boscagli;4;18.0;O. Boscagli;V;/players/olivier-boscagli/329542/;olivier-boscagli;329542.0;psv-nv;O. Boscagli;15.0
FMNederland;S. Bastien;4;22.0;S. Bastien;M;/players/samuel-bastien/314097/;samuel-bastien;314097.0;fortuna-sittard;S. Bastien;1.47
FMNederland;S. Steijn;4;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;8.0
FMNederland;C. Stengs;4;10.0;C. Stengs;M;/players/calvin-stengs/458659/;calvin-stengs;458659.0;feyenoord-rotterdam-nv;C. Stengs;
FMNederland;T. Robinet;4;9.0;T. Robinet;A;/players/thomas-robinet/312659/;thomas-robinet;312659.0;fc-omniworld;T. Robinet;6.04
FMNederland;T. Lauritsen;4;;T. Lauritsen;A;/players/tobias-lauritsen/406745/;tobias-lauritsen;406745.0;sparta-rotterdam-bv;T. Lauritsen;5.0
FMNederland;T. Parrott;4;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;5.67
crispy;L. Unnerstall;4;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;1.0
crispy;C. Verdonk;4;24.0;C. Verdonk;V;/players/calvin-verdonk/319288/;calvin-verdonk;319288.0;nijmegen-eendracht-combinatie;C. Verdonk;15.0
crispy;S. El Karouani;4;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;10.0
crispy;M. Kohlert;4;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;21.0
crispy;D. Hancko;4;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;
crispy;J. Schreuders;4;14.0;J. Schreuders;M;/players/jorg-schreuders/877779/;jorg-schreuders;877779.0;stichting-fc-groningen;J. Schreuders;4.0
crispy;A. Verschueren;4;;A. Verschueren;M;/players/arno-vershueren/319385/;arno-vershueren;319385.0;sparta-rotterdam-bv;A. Verschueren;4.44
crispy;S. Mijnans;4;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;7.02
crispy;A. Halilovic;4;10.0;A. Halilović;M;/players/alen-halilovi/270136/;alen-halilovi;270136.0;fortuna-sittard;A. Halilovic;2.73
crispy;K. Taylor;4;8.0;K. Taylor;M;/players/kenneth-taylor/508784/;kenneth-taylor;508784.0;afc-ajax;K. Taylor;
crispy;L. de Jong;4;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;10.33
svvthomas;N. Olij;4;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;4.0
svvthomas;M. Deijl;4;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;-2.0
svvthomas;B. Kuipers;4;5.0;B. Kuipers;V;/players/bas-edo-kuipers/274649/;bas-edo-kuipers;274649.0;stichting-fc-twente-65;B. Kuipers;0.27
svvthomas;D. Mirani;4;4.0;D. Mirani;V;/players/damon-mirani/289811/;damon-mirani;289811.0;stichting-heracles-almelo;D. Mirani;0.7
svvthomas;M. Hoedemakers;4;6.0;M. Hoedemakers;M;/players/mees-hoedemakers/465082/;mees-hoedemakers;465082.0;nijmegen-eendracht-combinatie;M. Hoedemakers;7.4
svvthomas;D. Janosek;4;39.0;D. Janošek;M;/players/dominik-janosek/492661/;dominik-janosek;492661.0;nac-bv;D. Janosek;1.0
svvthomas;L. Brouwers;4;8.0;L. Brouwers;M;/players/luuk-brouwers/402458/;luuk-brouwers;402458.0;sportclub-heerenveen;L. Brouwers;13.89
svvthomas;C. Stengs;4;10.0;C. Stengs;M;/players/calvin-stengs/458659/;calvin-stengs;458659.0;feyenoord-rotterdam-nv;C. Stengs;
svvthomas;T. Parrott;4;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;5.67
svvthomas;L. de Jong;4;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;10.33
svvthomas;B. Brobbey;4;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;
El Cid;L. Unnerstall;4;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;1.0
El Cid;P. Bochniewicz;4;5.0;P. Bochniewicz;V;/players/pawe-bochniewicz/273911/;pawe-bochniewicz;273911.0;sportclub-heerenveen;P. Bochniewicz;15.0
El Cid;B. Nieuwkoop;4;2.0;B. Nieuwkoop;V;/players/bart-nieuwkoop/275124/;bart-nieuwkoop;275124.0;feyenoord-rotterdam-nv;B. Nieuwkoop;
El Cid;D. van der Kust;4;;D. van der Kust;V;/players/djevencio-van-der-kust/569309/;djevencio-van-der-kust;569309.0;sparta-rotterdam-bv;D. van der Kust;2.0
El Cid;A. Halilovic;4;10.0;A. Halilović;M;/players/alen-halilovi/270136/;alen-halilovi;270136.0;fortuna-sittard;A. Halilovic;2.73
El Cid;L. Valente;4;10.0;L. Valente;M;/players/luciano-valente/703884/;luciano-valente;703884.0;stichting-fc-groningen;L. Valente;4.0
El Cid;V. Jensen;4;7.0;V. Jensen;M;/players/victor-jensen/460509/;victor-jensen;460509.0;stichting-fc-utrecht;V. Jensen;0.06
El Cid;D. Proper;4;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;8.0
El Cid;B. Traore;4;20.0;B. Traoré;A;/players/bertrand-traore/102801/;bertrand-traore;102801.0;afc-ajax;B. Traore;
El Cid;L. de Jong;4;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;10.33
El Cid;T. Parrott;4;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;5.67
